SK_ID_CURR,TARGET
100001,0.06538345619510867
100005,0.11735445084545865
100013,0.0679737419825393
100028,0.07088939553667493
100038,0.11798767809959336
100042,0.053721520598990304
100057,0.08070781426151824
100065,0.10026009484848207
100066,0.04875168322182431
100067,0.08509521292853423
100074,0.06399113162423126
100090,0.10860775403993464
100091,0.10531639574925312
100092,0.09208987883980996
100106,0.11931978686659625
100107,0.09175738100796688
100109,0.09408653802491618
100117,0.0738952602083009
100128,0.06691234604607908
100141,0.09065906442089115
100150,0.07188045210270987
100168,0.05356101160125394
100169,0.0398842492080996
100170,0.08106120843143971
100171,0.09630558611214568
100172,0.11683916633667187
100184,0.06842716767913708
100187,0.05826804477036991
100212,0.07567115880996401
100222,0.08720514679013408
100223,0.0562753192940517
100232,0.06529671452464916
100241,0.12504557582125428
100245,0.06936569039266467
100253,0.0576065392432914
100256,0.09281719073628433
100271,0.053679815655315696
100278,0.10937135510619989
100280,0.0638099997918885
100306,0.13114468752431324
100311,0.1027212685006253
100312,0.05721537317584544
100330,0.07952137687412426
100331,0.09010745671671745
100352,0.08112772705593668
100358,0.09819564805756115
100367,0.08330516065146813
100382,0.07649510232572784
100384,0.0706865503787472
100385,0.09076201439317812
100386,0.07497290103959464
100399,0.06471885555086393
100404,0.06747641279555164
100416,0.06061555957430183
100422,0.12108001691222246
100426,0.07594774869103144
100438,0.0663571561000684
100444,0.09565280072100035
100445,0.11092187718449965
100446,0.09691346401321177
100447,0.06060515255416436
100450,0.06718961564477634
100466,0.07870352495907953
100483,0.06708286239571593
100484,0.0496875469132891
100494,0.08299903498055909
100510,0.10772835963443905
100512,0.05627539275023225
100517,0.06933346548400703
100548,0.0521740372573783
100551,0.06642636888213584
100552,0.11711280285510889
100553,0.07933755260857532
100561,0.0897155456984611
100568,0.12545692061256633
100569,0.06026550565537984
100591,0.08909233352535756
100592,0.04968921067304378
100602,0.08738200284366397
100607,0.08065158243121436
100613,0.07563958158632302
100617,0.06670384629745396
100618,0.09214752120768974
100622,0.13933505807853674
100625,0.0934831409681997
100677,0.08163284309937507
100699,0.07816059238445978
100702,0.13325292633829788
100711,0.06611711261341821
100729,0.1274592912991058
100740,0.1080353466235456
100744,0.10124540474998736
100745,0.09305244807855514
100747,0.09660801331429145
100751,0.09963307845062089
100752,0.0778618238908156
100753,0.13312829907680626
100754,0.09733652169458382
100760,0.09519520648027051
100762,0.08626018674930086
100763,0.0769367748473436
100765,0.07523684309442341
100770,0.08957979032471729
100772,0.0756283422622097
100777,0.07987136987148012
100791,0.06659584330046633
100792,0.06281795135178274
100797,0.0863942220201839
100823,0.09147506528755862
100826,0.09172254887856124
100830,0.06085826295403038
100836,0.11220415367389014
100872,0.0822405656097136
100910,0.08637073061067543
100913,0.059688455550740066
100918,0.08446834290164328
100931,0.05561675783699701
100952,0.10700738353773989
100953,0.07162645817110683
100965,0.09631421639429295
100970,0.07320960412434176
100982,0.10486051783184042
100983,0.08336008941831495
100984,0.06647387309986207
100987,0.10707649631925929
100997,0.07705751592170688
100998,0.11660467212318187
101002,0.09374157950448757
101005,0.12264101000060014
101008,0.11590595811513416
101020,0.09627678905768262
101021,0.09292482389051786
101024,0.07628748785493972
101025,0.12291311995625144
101026,0.07718946997154166
101031,0.07101623894370872
101041,0.06079727310261469
101051,0.052060648554629656
101055,0.08841897744422543
101056,0.10354112169255532
101057,0.09867248576767071
101064,0.06479239933311118
101079,0.07985678204009604
101087,0.08036683275607219
101090,0.05724909952257704
101092,0.08458790597677247
101097,0.09485108822197744
101099,0.053970645760309584
101107,0.0921089705869868
101118,0.09241634300923222
101125,0.08506483676055633
101126,0.07018489335855455
101128,0.10145759108902327
101136,0.11329384655796287
101140,0.09477434419130329
101149,0.07000776153224768
101160,0.06648723896092998
101169,0.11081581357134176
101181,0.07431721947541196
101186,0.054514131091949615
101190,0.1012735295304446
101193,0.10757799649628536
101194,0.07941461417618284
101198,0.08982364588174482
101200,0.06252922142529409
101204,0.09448868353274312
101211,0.07021624746206657
101213,0.07380113504372934
101223,0.07635160587096268
101225,0.095694196290424
101237,0.07241270860428677
101243,0.07450796726167307
101244,0.10857953347344058
101258,0.06424726142772097
101259,0.13270964605613295
101268,0.0992807842218837
101269,0.06777587255242738
101271,0.10688368741346448
101279,0.059028285621527066
101281,0.0770457849467436
101287,0.07278848484759716
101292,0.06057391825269632
101294,0.07189852345224419
101296,0.05998264906942301
101297,0.07538073021503328
101299,0.06209380772945529
101301,0.0766142541429916
101305,0.06935130946329875
101308,0.05916522471993565
101318,0.05296786928785228
101327,0.10076540490748165
101329,0.10457565361478845
101332,0.0557164894569122
101337,0.0842598618240365
101343,0.06173285563785
101345,0.06764316846405972
101346,0.086773454001274
101353,0.04718528820112917
101354,0.10279461437929291
101355,0.0918116744488763
101356,0.05262583617012375
101362,0.10280055777654899
101363,0.12784001769068065
101365,0.06980877209861457
101366,0.09305758726926028
101367,0.11994328965746753
101368,0.05144044601876234
101374,0.10724321124638934
101380,0.06454464230849416
101383,0.05572806233081539
101398,0.05004781741188091
101399,0.11952890499970784
101401,0.10510150109464468
101412,0.09452674230824538
101426,0.10513458812149779
101427,0.12898600627418283
101428,0.09330803949043953
101429,0.08353426169911225
101434,0.0736547129847937
101440,0.08880706226756827
101448,0.09214115311689204
101449,0.07894700967620015
101465,0.07329658496279438
101467,0.07439376286924046
101472,0.12970686185938218
101478,0.0744754519891896
101497,0.07632620165627291
101504,0.06717636142745684
101547,0.07557330788783241
101548,0.09412221317784875
101555,0.0744305987960511
101570,0.0864301415433509
101572,0.06898631358305508
101578,0.07599059487587925
101580,0.10020828086547617
101588,0.089951787017405
101602,0.07746081594475805
101610,0.0912030430183887
101614,0.10758753789389419
101616,0.09132614442636204
101643,0.09400331416540578
101644,0.0889291221290069
101649,0.08232851113582097
101650,0.09104844743942622
101665,0.053458613794551614
101667,0.10687217245281413
101669,0.05386636922300806
101674,0.09975853809556873
101675,0.07707462162674225
101678,0.09385189897835315
101682,0.08185732160042751
101686,0.08733105956327773
101697,0.1314045397872245
101700,0.0901836336105777
101711,0.05992632339629925
101714,0.046862323152362856
101715,0.10444701973448804
101728,0.08180086583266867
101732,0.06902647867934701
101757,0.0750168120679445
101758,0.09903552739897761
101759,0.09319543762666367
101762,0.047244870312211994
101764,0.07460088398189474
101780,0.1075815980677607
101784,0.08899952265436872
101789,0.0636156610081271
101816,0.07138142864854295
101819,0.06592570519631347
101827,0.048100136917211316
101863,0.09283354020696634
101867,0.10732805783561525
101870,0.060808194841160707
101873,0.10060307874388695
101878,0.07807142812160593
101879,0.0526694268516533
101880,0.06542508906384568
101887,0.09796138615020718
101897,0.056695388840975414
101901,0.06689802515576045
101903,0.139046274406066
101920,0.07843574728973521
101921,0.07955282444588915
101922,0.06887324301225348
101961,0.1197116197682436
101962,0.07621369607025881
101971,0.07936738297576018
101976,0.10971090871608696
102002,0.09625357381466061
102005,0.06687052066395523
102007,0.123742520948985
102017,0.06345393127693973
102019,0.11348680084322574
102029,0.05728444968202936
102051,0.08889831391016662
102052,0.0619049582838041
102054,0.07324607895952429
102062,0.10823437602997299
102067,0.08618200106660923
102068,0.0835016969201145
102070,0.06951911717642817
102090,0.06930709982355643
102092,0.12046623847287605
102099,0.11941963074423548
102100,0.049425783754252745
102112,0.09522027296177815
102113,0.08602548801476494
102122,0.09405018339991962
102123,0.06795556769398897
102125,0.06499922692311935
102126,0.08666913789780575
102146,0.08707239571415257
102147,0.09121052833607153
102151,0.08803612798678609
102158,0.07343467068493022
102159,0.06906541128022436
102162,0.0665310909872433
102165,0.07213068805784041
102166,0.09493947238452284
102174,0.07193533926863414
102193,0.11553903616332771
102198,0.0711860771228714
102205,0.08771429196573419
102206,0.08129567433070684
102218,0.08210572265678216
102221,0.08408672112572763
102230,0.07914854787063438
102238,0.08690354183920848
102248,0.05145926207093041
102252,0.09685829804430392
102259,0.06378616718878136
102262,0.08978247292581189
102273,0.057934250608318034
102286,0.06978400096436853
102293,0.08058632511968666
102294,0.06097162493272792
102296,0.07705798873816282
102298,0.09632495378524075
102303,0.06541146725072335
102309,0.0915684835934743
102315,0.06176322880547676
102340,0.06499414870196575
102342,0.0664892400398802
102344,0.0703549246877085
102346,0.11256567169451272
102347,0.05676491767944592
102374,0.09497903141284397
102380,0.09583421478587952
102387,0.08536228229761939
102393,0.07180379273814948
102403,0.07882726934767988
102413,0.09011835811863991
102414,0.053551045505144036
102415,0.0756742997512704
102416,0.08011152597058013
102439,0.0862083479854495
102441,0.07068003338058933
102443,0.07130269030266455
102444,0.0711493302985398
102445,0.1259886942738223
102448,0.06383132244136382
102449,0.0833073172324967
102450,0.12711566931273474
102456,0.07511985487690694
102458,0.08659977702653869
102459,0.07285085959815925
102465,0.05550420118736488
102470,0.11230102307630821
102471,0.06662190265892824
102475,0.11446013244769832
102476,0.10346329172530122
102506,0.07517758141667293
102509,0.062374568722244526
102519,0.07338994055461642
102522,0.06798198368383102
102545,0.07237913821048687
102549,0.10151807644878108
102562,0.059244828817594554
102563,0.07364200402750258
102568,0.10554931923573735
102582,0.09781106060541239
102592,0.057843394646659246
102597,0.08419827841889758
